toolId,Estado propuesto,Publicar ahora,Resolución,Motivo,Criterio para activar,Nota,Requiere verificación contra HEAD
scannedPdfToSearchablePdf,certified,Sí,enabled,"Verificada por harness tests/gate-e2e-ocr-pdf-tools.mjs (2026-08-06): suite 4 herramientas 34/34 (0 fallos) con PDFs escaneados (solo imagen) y con texto real generados con PDFLib en el navegador, PNG real (scan-clear) y WebP; validación del PDF buscable y del TXT con pdfjs + OCR Tesseract local (lang-data spa).","PDF escaneado de 1 página → PDF buscable real: capa de texto invisible extraíble con pdfjs (INFORME/9300), confianza 92%; PDF ya con texto → mensaje sin generar archivo; ocrPages=2 procesa solo la página 2.",Fixes: toolMeta/htmlByTool/optionAliases/validateToolFiles en app.js (sin entrada toolMeta la página no auto-seleccionaba la herramienta y el botón quedaba deshabilitado); accepts pdf→pdfs; pdfjs detachaba el ArrayBuffer al reutilizar el buffer (slice(0) en js/ocr/pdf-ocr-engine.js loadPdf y extractTextFromScannedPdf); imageToSearchablePdf incrusta la imagen vía canvas→JPEG (el blob original rompía con WebP/BMP) y revoca img.src (imgEl estaba fuera de scope). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-ocr-pdf-evidence.json Certificada por harness: ocr-pdf-evidence.,No
imageToSearchablePdf,certified,Sí,enabled,"Verificada por harness tests/gate-e2e-ocr-pdf-tools.mjs (2026-08-06): suite 4 herramientas 34/34 (0 fallos) con PDFs escaneados (solo imagen) y con texto real generados con PDFLib en el navegador, PNG real (scan-clear) y WebP; validación del PDF buscable y del TXT con pdfjs + OCR Tesseract local (lang-data spa).",PNG real (scan-clear) → PDF buscable con OCR (Ventas/150); WebP → PDF buscable (fix embed vía canvas→JPEG).,Fixes: toolMeta/htmlByTool/optionAliases/validateToolFiles en app.js (sin entrada toolMeta la página no auto-seleccionaba la herramienta y el botón quedaba deshabilitado); accepts pdf→pdfs; pdfjs detachaba el ArrayBuffer al reutilizar el buffer (slice(0) en js/ocr/pdf-ocr-engine.js loadPdf y extractTextFromScannedPdf); imageToSearchablePdf incrusta la imagen vía canvas→JPEG (el blob original rompía con WebP/BMP) y revoca img.src (imgEl estaba fuera de scope). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-ocr-pdf-evidence.json Certificada por harness: ocr-pdf-evidence.,No
extractTextFromScannedPdf,certified,Sí,enabled,"Verificada por harness tests/gate-e2e-ocr-pdf-tools.mjs (2026-08-06): suite 4 herramientas 34/34 (0 fallos) con PDFs escaneados (solo imagen) y con texto real generados con PDFLib en el navegador, PNG real (scan-clear) y WebP; validación del PDF buscable y del TXT con pdfjs + OCR Tesseract local (lang-data spa).",PDF escaneado → TXT con el texto OCR real (INFORME/9300) extraído de la página renderizada.,Fixes: toolMeta/htmlByTool/optionAliases/validateToolFiles en app.js (sin entrada toolMeta la página no auto-seleccionaba la herramienta y el botón quedaba deshabilitado); accepts pdf→pdfs; pdfjs detachaba el ArrayBuffer al reutilizar el buffer (slice(0) en js/ocr/pdf-ocr-engine.js loadPdf y extractTextFromScannedPdf); imageToSearchablePdf incrusta la imagen vía canvas→JPEG (el blob original rompía con WebP/BMP) y revoca img.src (imgEl estaba fuera de scope). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-ocr-pdf-evidence.json Certificada por harness: ocr-pdf-evidence.,No
detectOcrNeeded,certified,Sí,enabled,"Verificada por harness tests/gate-e2e-ocr-pdf-tools.mjs (2026-08-06): suite 4 herramientas 34/34 (0 fallos) con PDFs escaneados (solo imagen) y con texto real generados con PDFLib en el navegador, PNG real (scan-clear) y WebP; validación del PDF buscable y del TXT con pdfjs + OCR Tesseract local (lang-data spa).","Detección real: PDF solo imagen → NECESITA OCR (1 de 1, 2 de 2); PDF con texto → No necesita OCR.",Fixes: toolMeta/htmlByTool/optionAliases/validateToolFiles en app.js (sin entrada toolMeta la página no auto-seleccionaba la herramienta y el botón quedaba deshabilitado); accepts pdf→pdfs; pdfjs detachaba el ArrayBuffer al reutilizar el buffer (slice(0) en js/ocr/pdf-ocr-engine.js loadPdf y extractTextFromScannedPdf); imageToSearchablePdf incrusta la imagen vía canvas→JPEG (el blob original rompía con WebP/BMP) y revoca img.src (imgEl estaba fuera de scope). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-ocr-pdf-evidence.json Certificada por harness: ocr-pdf-evidence.,No
censorPdf,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"PDF censurado permanentemente (2 zonas en 2 páginas), aplanado sin texto recuperable y metadatos eliminados.",Fix pdfjs detached ArrayBuffer en js/security/pdf-censor-engine.js (loadDocument con arrayBuffer.slice(0)); SECRETO no extraíble por pdfjs. Certificada por harness: pdf-misc-evidence.,No
verifyPdfCensor,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"Verificación de censura: original identificado, páginas coincidentes, censurado sin texto recuperable.",tools.json accepts pdfs (input múltiple con original + censurado); busca el término en ambos. Certificada por harness: pdf-misc-evidence.,No
comparePdfs,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"Reporte compara PDF A vs B: 1 idéntica, 1 modificada, 0 añadidas, 0 eliminadas + diff-pagina-1.png.",tools.json accepts pdfs (input múltiple con 2 PDFs); ZIP con reporte .txt y diff por página. Certificada por harness: pdf-misc-evidence.,No
textStatistics,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
wordCount,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
textDiff,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
htmlToMarkdown,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
htmlToText,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
cssMinifier,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
base64Encode,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
base64Decode,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
urlEncode,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
urlDecode,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json Certificada por harness tests/gate-e2e-text-tools.mjs (2026-08-07): TLT-certify-text-family-evidence.json.,Sí
csvToMarkdown,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
csvToHtml,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
csvToYaml,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
excelToHtml,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
excelToMarkdown,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
xmlToExcel,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
csvStatistics,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
csvFilter,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
csvSort,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
csvToSql,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
jsonFormatter,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
excelToXml,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
jsonValidator,certified,Sí,enabled,"Verificada por harness tests/verify-23-tools.mjs: apertura sin errores, entrada valida con resultado esperado, entrada invalida manejada, E2E UI con dialogo de resultado y cero errores de consola (157/157).",Criterio original no presente; habilitada.,Evidencia: artifacts/deep-audit/toolisto/TLT-certify-23-tools-evidence.json SIN harness E2E dedicado (solo cobertura estructural).,Sí
